#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,http_hostname:131,ThroughputC2S,ThroughputS2C
172.16.2.1,49960,14068,0,14067,3,38088494,14064,38127590,27,39096,263,1,0,172.16.1.1,50682,5798,1,5797,5793,1906,2,1906,0,0,0,1,1,1548287394830.684,1548287453535.957,58705.273,26.968,55.951,58678.861,93.047,26.119,53.401,1,1,0,0,8192,0,0,26.917084999999997,26.042,155.498,4.9970870000000005,3752,64,64,0.080998,0.007,0.291,0.14003800000000002,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,108600,38,343,44,136,0,0,110,0,0,0,0,1,1,8,1,1278,1460,1018,888,509696,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,212,2,-,-,0,0,0,62.288,93.047,93.338,0.0,1713,0,-,-,0.0,0.0,-,649.4747073231395,0.03246727087019934
172.16.2.1,49958,13651,0,13650,3,37102406,13647,37115438,9,13032,260,1,0,172.16.1.1,50682,4950,1,4949,4945,1906,2,1906,0,0,0,1,1,1548287394830.625,1548287453536.1353,58705.51,27.01,56.028,58679.243,93.244,26.225,53.522,1,1,0,0,8192,0,0,26.907705,26.042,155.738,4.53589,3326,64,64,0.101747,0.004,0.384,0.18818900000000002,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,4344,38,33024,29200,0,112944,38,343,51,126,0,0,92,0,0,0,0,1,1,8,1,952,1460,1018,888,759808,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,166,2,-,-,0,0,0,62.331,93.244,93.628,0.0,1713,0,-,-,0.0,0.0,-,632.2309098413419,0.032467139796588086
172.16.2.1,53086,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50456,7,0,7,3,1906,2,1906,0,0,0,1,1,1548287468697.077,1548287468938.67,241.593,27.334,54.62,168.136,96.481,26.564,53.699,1,1,0,0,8192,0,0,33.802103,26.254,64.009,15.047070999999999,6,64,64,0.224744,0.005,0.84,0.410318,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.27,96.481,97.321,0.0,1713,0,-,-,0.0,0.0,-,7.384319909931166,7.889301428435427
172.16.2.1,53090,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50456,7,0,7,3,1906,2,1906,0,0,0,1,1,1548287468697.3,1548287468938.683,241.383,27.644,55.198,167.978,96.209,26.618,53.971,1,1,0,0,8192,0,0,33.842103,26.327,64.108,15.065137,6,64,64,0.162496,0.007,0.622,0.306345,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.086,96.209,96.831,0.0,1713,0,-,-,0.0,0.0,-,7.3907441700534005,7.89616501576333
172.16.2.1,53088,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50456,7,0,7,3,1906,2,1906,0,0,0,1,1,1548287468697.234,1548287468938.687,241.453,27.695,55.279,167.995,96.31,26.554,54.041,1,1,0,0,8192,0,0,33.846603,26.326,64.174,15.100309,6,64,64,0.144746,0.004,0.556,0.27421599999999996,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.132,96.31,96.866,0.0,1713,0,-,-,0.0,0.0,-,7.3886015083680885,7.893875826765457
172.16.2.1,53092,14,0,13,3,12026,9,12026,0,0,0,1,1,172.16.1.1,50456,10,0,10,6,1906,2,1906,0,0,0,1,1,1548287468697.3599,1548287468938.7822,241.422,27.08,54.095,167.88,86.291,26.31,53.133,1,1,0,0,8192,0,0,31.348108,26.053,63.613,13.079652000000001,8,64,64,0.097248,0.004,0.364,0.17791600000000002,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,5384,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,53504,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,7,2,-,-,0,0,0,56.987,86.291,86.655,0.0,1713,0,-,-,0.0,0.0,-,49.8131901815079,7.894889446694999
172.16.2.1,57026,23,0,22,3,34066,18,34066,0,0,2,1,1,172.16.1.1,50022,12,0,12,8,1906,2,1906,0,0,0,1,1,1548287471432.749,1548287471714.2737,281.525,27.458,55.078,209.205,87.412,26.777,54.119,1,1,0,0,8192,0,0,26.87033,26.082,29.367,1.124172,7,64,64,0.100747,0.008,0.357,0.171148,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,19346,1,343,0,0,0,0,2,0,0,0,0,1,1,8,1,2,1460,1018,888,97536,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,6,2,-,-,0,0,0,58.045,87.412,87.769,0.0,1713,0,-,-,0.0,0.0,-,121.00523932155227,6.77026907024243
172.16.2.1,57032,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50022,8,0,8,4,1906,2,1906,0,0,0,1,1,1548287471433.0303,1548287471714.2874,281.257,27.21,54.966,208.956,95.953,26.522,53.845,1,1,0,0,8192,0,0,33.710605,26.156,64.211,15.132979,6,64,64,0.10599700000000001,0.004,0.409,0.202002,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.557,95.953,96.362,0.0,1713,0,-,-,0.0,0.0,-,6.342953242052642,6.776720223852206
172.16.2.1,57028,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50022,8,0,8,4,1906,2,1906,0,0,0,1,1,1548287471432.9119,1548287471714.488,281.576,27.846,55.809,209.057,96.391,26.781,54.564,1,1,0,0,8192,0,0,33.949268,26.425,64.49,15.161885999999999,6,64,64,0.153746,0.005,0.583,0.28626,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.642,96.391,96.974,0.0,1713,0,-,-,0.0,0.0,-,6.335767252890871,6.769042816149103
172.16.2.1,57030,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50022,8,0,8,4,1906,2,1906,0,0,0,1,1,1548287471432.973,1548287471714.4988,281.526,27.814,55.762,209.056,96.353,26.865,54.507,1,1,0,0,8192,0,0,33.966434,26.516,64.438,15.126176999999998,6,64,64,0.151496,0.003,0.586,0.289713,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,63.601,96.353,96.939,0.0,1713,0,-,-,0.0,0.0,-,6.336892507263983,6.770245021774188
172.16.2.1,60234,22609,0,22608,3,100450992,22604,100598688,102,147696,696,1,1,172.16.1.1,50881,9773,0,9773,9769,1906,2,1906,0,0,0,1,1,1548287399326.249,1548287486984.7717,87658.523,27.253,54.271,87586.941,95.105,26.395,53.591,1,1,0,0,8192,0,0,27.010201000000002,26.071,155.489,5.426044,4123,64,64,0.092998,0.01,0.334,0.160678,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,65160,38,33024,29200,0,3015685,1,343,97,267,5,0,428,0,1,0,0,1,1,8,1,4480,1460,1018,888,3145728,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,102,2,-,-,0,0,0,61.995,95.105,95.439,0.0,1713,0,-,-,0.0,0.0,-,1147.6201578253833,0.021743464694243136
172.16.2.1,60232,20967,0,20966,3,58725831,20962,58743207,12,17376,392,1,1,172.16.1.1,50881,7202,0,7202,7198,1906,2,1906,0,0,0,1,1,1548287399326.193,1548287486984.777,87658.584,27.28,54.35,84983.528,92.903,26.469,53.655,1,1,0,0,8192,0,0,26.978475,26.08,155.338,5.19886,4494,64,64,0.103997,0.003,0.398,0.196022,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,15928,38,33024,29200,0,354760,1,343,111,181,0,0,112,0,0,0,0,1,1,8,1,1674,1460,1018,888,1251072,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,17,2,-,-,0,0,0,62.029,92.903,93.301,0.0,1713,0,-,-,0.0,0.0,-,670.1363896090313,0.021743449563365064
172.16.2.1,60230,20702,0,20701,3,56354798,20697,56399686,31,44888,388,1,1,172.16.1.1,50881,7305,0,7305,7301,1906,2,1906,0,0,0,1,1,1548287399325.286,1548287486984.973,87659.687,27.032,53.943,84750.225,86.472,26.661,53.439,1,1,0,0,8192,0,0,26.863488,26.063,152.754,4.533681,4947,64,64,0.109497,0.009,0.367,0.17213699999999998,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,5792,38,33024,29200,0,118736,1,343,91,192,0,0,129,0,1,6,0,1,1,8,1,1431,1460,1018,888,353536,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,227,2,-,-,0,0,0,56.928,86.472,86.839,0.0,1713,0,-,-,0.0,0.0,-,643.3936502648019,0.021743175970956864
172.16.2.1,60236,18982,0,18981,3,51633004,18977,51647484,10,14480,394,1,1,172.16.1.1,50881,6171,0,6171,6167,1906,2,1906,0,0,0,1,1,1548287399326.3003,1548287487206.024,87879.724,26.627,53.346,84423.287,92.579,26.228,52.69,1,1,0,0,8192,0,0,26.762323,25.842,152.608,5.22783,4195,64,64,0.109247,0.005,0.372,0.175716,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,8688,38,33024,29200,0,136112,38,343,84,173,0,0,141,0,0,6,0,1,1,8,1,1145,1460,1018,888,495360,28960,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,110,2,-,-,0,0,0,61.959,92.579,92.951,0.0,1713,0,-,-,0.0,0.0,-,587.7064884728131,0.02168873447986705
172.16.2.1,42778,13176,0,13175,3,35677574,13172,35690606,9,13032,270,1,0,172.16.1.1,50084,3170,1,3169,3165,1906,2,1906,0,0,0,1,1,1548287500273.986,1548287558110.104,57836.118,28.564,60.773,57809.678,102.108,27.48,55.063,1,1,0,0,8192,0,0,26.705804999999998,26.135,66.435,1.945573,2499,64,64,0.194245,0.004,0.739,0.363263,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,89776,38,343,19,53,0,0,207,0,0,0,0,1,1,8,1,489,1460,1018,888,290816,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,204,2,-,-,0,0,0,68.715,102.108,102.847,0.0,1713,0,-,-,0.0,0.0,-,617.0989207816472,0.03295518554685845
172.16.2.1,42782,13682,0,13681,3,37274718,13678,37287750,9,13032,266,1,0,172.16.1.1,50084,3734,1,3733,3729,1906,2,1906,0,0,0,1,1,1548287500274.3848,1548287558110.2407,57835.856,28.199,61.192,57809.312,101.741,27.087,54.666,1,1,0,0,8192,0,0,26.708663,26.149,66.955,2.101493,2737,64,64,0.190995,0.004,0.737,0.364023,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,107152,38,343,49,69,0,0,157,0,0,0,0,1,1,8,1,628,1460,1018,888,596736,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,194,2,-,-,0,0,0,68.351,101.741,102.478,0.0,1713,0,-,-,0.0,0.0,-,644.7168344841303,0.03295533483588451
172.16.2.1,42784,13687,0,13686,3,37315262,13683,37323950,6,8688,265,1,0,172.16.1.1,50084,4588,1,4587,4583,1906,2,1906,0,0,0,1,1,1548287500274.456,1548287558129.183,57854.727,27.352,59.656,57828.335,92.385,26.955,53.622,1,1,0,0,8192,0,0,26.444562,25.903,65.886,1.566028,3061,64,64,0.109247,0.005,0.37,0.175188,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,4344,38,33024,29200,0,111496,38,343,61,145,0,0,65,0,0,0,0,1,1,8,1,841,1460,1018,888,360704,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,228,2,-,-,0,0,0,62.648,92.385,92.755,0.0,1713,0,-,-,0.0,0.0,-,645.1322464973347,0.032944585496013146
172.16.2.1,42780,14331,0,14330,3,39102094,14327,39112230,7,10136,257,1,0,172.16.1.1,50084,4091,1,4090,4086,1906,2,1906,0,0,0,1,1,1548287500274.3413,1548287558136.2827,57861.942,28.235,60.903,57835.492,101.807,27.118,54.701,1,1,0,0,8192,0,0,26.647886,26.19,66.334,1.511782,3101,64,64,0.18149500000000002,0.005,0.704,0.348337,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,108600,38,343,34,103,2,0,125,0,0,0,0,1,1,8,1,635,1460,1018,888,269568,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,221,2,-,-,0,0,0,68.381,101.807,102.511,0.0,1713,0,-,-,0.0,0.0,-,675.9577824055749,0.0329404775249334
172.16.2.1,46654,25294,0,25293,3,68881661,25289,68922205,28,40544,470,1,1,172.16.1.1,50450,8192,0,8192,8188,1906,2,1906,0,0,0,1,1,1548287473682.752,1548287580626.4658,106943.714,252.946,279.693,106502.251,310.467,26.197,279.139,1,1,0,0,8192,0,0,26.499232,25.926,107.689,2.039732,5742,64,64,0.104497,0.01,0.359,0.170217,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,4344,17,33024,29200,0,118736,1,343,110,228,0,0,160,0,0,0,0,1,1,8,1,1586,1460,1018,888,395520,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,409,2,-,-,0,0,0,281.819,310.467,310.826,0.0,1713,0,-,-,0.0,0.0,-,644.4717732544804,0.017822459392049916
172.16.2.1,46660,26542,0,26541,3,72358203,26537,72391507,23,33304,469,1,1,172.16.1.1,50450,7825,0,7825,7821,1906,2,1906,0,0,0,1,1,1548287473683.579,1548287580626.808,106943.229,26.963,54.132,106869.989,91.324,26.076,53.314,1,1,0,0,8192,0,0,26.485178,25.909,108.057,1.875831,5559,64,64,0.160996,0.007,0.61,0.299363,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,5792,38,33024,29200,0,140456,1,343,74,193,0,0,225,0,0,0,0,1,1,8,1,1296,1460,1018,888,493824,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,356,2,-,-,0,0,0,60.534,91.324,91.934,0.0,1713,0,-,-,0.0,0.0,-,676.915291196229,0.017822540218979173
