#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,http_hostname:131,ThroughputC2S,ThroughputS2C
172.16.2.1,38972,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50801,8,0,8,4,1906,2,1906,0,0,0,1,1,1548443375688.904,1548443376397.319,708.415,27.522,55.454,634.797,95.32,26.684,54.034,1,1,0,0,8192,0,0,34.147264,26.243,64.794,15.32272,6,64,64,0.144746,0.009,0.538,0.262187,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,61.182,95.32,95.858,0.0,1713,0,-,-,0.0,0.0,-,2.518297890360876,2.6905133290514742
172.16.2.1,38970,10,0,9,3,1784,5,1784,0,0,0,1,1,172.16.1.1,50801,8,0,8,4,1906,2,1906,0,0,0,1,1,1548443375688.6233,1548443376397.395,708.772,27.275,54.822,410.575,95.637,26.572,53.832,1,1,0,0,8192,0,0,34.231263,26.237,65.313,15.537379999999999,6,64,64,0.130747,0.01,0.473,0.228361,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,61.442,95.637,96.11,0.0,1713,0,-,-,0.0,0.0,-,2.5170294537594597,2.6891581495883017
172.16.2.1,50676,10,0,9,3,1767,5,3136,1,1369,0,1,1,172.16.1.1,50053,9,0,9,5,1906,2,1906,0,0,0,1,1,1548443378419.4688,1548443379033.691,614.222,27.098,54.632,317.276,316.881,26.244,53.412,1,1,0,0,8192,0,0,26.271275,26.222,26.314,0.037232,5,64,64,0.096248,0.005,0.348,0.167985,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,1,0,0,0,0,0,0,0,0,1,1,8,1,1,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,284.223,316.881,317.229,0.0,1713,0,-,-,0.0,0.0,-,5.1056458414058765,3.1031125553952807
172.16.2.1,50674,18,0,17,3,21862,13,21862,0,0,2,1,1,172.16.1.1,50053,10,0,10,6,1906,2,1906,0,0,0,1,1,1548443378419.422,1548443379033.9033,614.481,27.138,54.705,544.269,91.004,26.303,53.464,1,1,0,0,8192,0,0,27.19988,26.17,31.681,2.19639,6,64,64,0.084498,0.005,0.318,0.155685,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,13070,1,343,0,0,2,0,0,0,0,0,0,1,1,8,1,1,1460,1018,888,72960,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,59.323,91.004,91.322,0.0,1713,0,-,-,0.0,0.0,-,35.577991833758894,3.101804612347656
172.16.2.1,50670,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50053,7,0,7,3,1906,2,1906,0,0,0,1,1,1548443378419.243,1548443379033.9138,614.671,27.301,55.064,96.445,95.79,26.488,53.863,1,1,0,0,8192,0,0,27.691846,26.298,32.509,2.6951709999999998,5,64,64,0.12099700000000001,0.003,0.473,0.23466700000000001,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,63.281,95.79,96.263,0.0,1713,0,-,-,0.0,0.0,-,2.8747085839416533,3.100845818332083
172.16.2.1,50672,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50053,7,0,7,3,1906,2,1906,0,0,0,1,1,1548443378419.3667,1548443379034.056,614.689,27.555,55.355,96.334,95.625,27.274,54.029,1,1,0,0,8192,0,0,27.859443,26.474,32.451,2.585932,5,64,64,0.139747,0.004,0.531,0.260923,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,63.174,95.625,96.156,0.0,1713,0,-,-,0.0,0.0,-,2.8746244035601745,3.100755015951156
172.16.2.1,46258,4589,0,4588,3,9937926,4585,9968334,21,30408,368,1,0,172.16.1.1,50233,2116,1,2115,2111,1906,2,1906,0,0,0,1,1,1548443375843.1987,1548443434341.257,58498.058,27.255,55.228,58471.824,98.187,26.399,53.804,1,1,0,0,8192,0,0,26.919765,26.157,89.874,3.884768,1374,64,64,0.213745,0.005,0.834,0.41350299999999995,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,28960,38,343,112,8,0,0,269,0,0,0,0,1,1,8,1,549,1460,1018,888,544512,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,49,2,-,-,0,0,0,61.97,98.187,99.021,0.0,1713,0,-,-,0.0,0.0,-,170.40452864264316,0.03258227820144047
172.16.2.1,46254,4861,0,4860,3,10787902,4857,10812518,17,24616,363,1,0,172.16.1.1,50233,2267,1,2266,2262,1906,2,1906,0,0,0,1,1,1548443375843.079,1548443434353.4153,58510.336,27.334,55.206,58484.075,98.187,26.458,53.718,1,1,0,0,8192,0,0,26.826046,25.94,105.282,4.873312,1486,64,64,0.152996,0.01,0.572,0.279348,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,34752,38,343,104,15,1,0,260,0,0,0,0,1,1,8,1,544,1460,1018,888,857344,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,43,2,-,-,0,0,0,62.067,98.187,98.759,0.0,1713,0,-,-,0.0,0.0,-,184.7967169424561,0.03257544102976951
172.16.2.1,46256,4606,0,4605,3,10001638,4602,10027702,18,26064,359,1,0,172.16.1.1,50233,2096,1,2095,2091,1906,2,1906,0,0,0,1,1,1548443375843.141,1548443434364.019,58520.878,27.298,55.166,58494.621,98.081,26.422,53.644,1,1,0,0,8192,0,0,26.555765,25.979,95.538,3.2779300000000005,1418,64,64,0.168996,0.005,0.645,0.31736,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,40544,38,343,68,6,0,0,303,0,0,0,0,1,1,8,1,489,1460,1018,888,185856,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,62.021,98.081,98.726,0.0,1713,0,-,-,0.0,0.0,-,171.35255557854072,0.03256957286252609
172.16.2.1,46252,4336,0,4335,3,9516558,4332,9549862,23,33304,344,1,0,172.16.1.1,50233,1992,1,1991,1987,1906,2,1906,0,0,0,1,1,1548443375842.7878,1548443434365.6382,58522.85,26.897,53.953,58496.821,86.615,26.338,53.523,1,1,0,0,8192,0,0,26.547084,25.867,113.637,3.705541,1273,64,64,0.12249700000000001,0.007,0.409,0.19153,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,37648,38,343,96,17,0,0,254,0,0,0,0,1,1,8,1,512,1460,1018,888,185856,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,56.916,86.615,87.024,0.0,1713,0,-,-,0.0,0.0,-,163.18176575474365,0.032568475390381706
172.16.2.1,38906,30591,0,30590,3,67901466,30586,68044739,99,143273,2329,1,1,172.16.1.1,50184,14329,0,14329,14325,1906,2,1906,0,0,0,1,1,1548443377997.512,1548443755628.6382,377631.126,26.783,54.076,377556.839,314.811,26.152,52.939,1,1,0,0,8192,0,0,26.6333,25.938,121.276,3.9942919999999997,9544,64,64,0.10749700000000001,0.004,0.369,0.175439,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,46336,1,343,575,105,2,0,1746,0,0,0,0,1,1,8,1,3419,1460,1018,888,272384,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,561,2,-,-,0,0,0,315.218,314.811,341.385,0.0,14745,0,-,-,0.0,0.0,-,180.18837514998697,0.005047253440649911
172.16.2.1,38910,30173,0,30172,3,67114983,30168,67319168,142,204185,2217,1,1,172.16.1.1,50184,14220,0,14220,14216,1906,2,1906,0,0,0,1,1,1548443377997.5962,1548443755628.872,377631.276,26.967,54.225,377518.089,90.999,26.321,53.332,1,1,0,0,8192,0,0,26.853661,26.158,168.723,4.087567,9430,64,64,0.090248,0.005,0.327,0.157902,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,50680,1,343,527,132,0,0,1695,0,5,0,0,1,1,8,1,3452,1460,1018,888,208640,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,758,2,-,-,0,0,0,59.948,90.999,91.326,0.0,1713,0,-,-,0.0,0.0,-,178.26692935253593,0.005047251435815925
172.16.2.1,38904,30521,0,30520,3,67901466,30516,68062194,111,160728,2302,1,1,172.16.1.1,50184,14292,0,14292,14288,1906,2,1906,0,0,0,1,1,1548443377997.216,1548443755629.0,377631.784,27.06,53.913,377371.855,86.41,26.464,53.413,1,1,0,0,8192,0,0,26.892716999999998,26.154,233.164,5.162284,9472,64,64,0.08924800000000001,0.004,0.338,0.165846,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,46336,1,343,542,121,0,0,1749,0,1,0,0,1,1,8,1,3426,1460,1018,888,440320,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,608,2,-,-,0,0,0,56.647,86.41,86.748,0.0,1713,0,-,-,0.0,0.0,-,180.2342834574539,0.005047244646123325
172.16.2.1,38908,29427,0,29426,3,64912790,29422,65080758,116,167968,2249,1,1,172.16.1.1,50184,14056,0,14056,14051,1906,2,1906,1,0,0,1,2,1548443378995.687,1548443755847.37,376851.683,26.604,53.24,376489.356,84.076,26.305,52.891,1,1,0,0,8192,0,0,26.651203000000002,25.889,211.14,5.2113,9116,64,64,0.132662,0.008,0.356,0.193849,3,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,82536,38,343,629,81,0,0,1655,0,0,0,0,1,1,8,1,3515,1460,1018,888,382464,28960,0,1018,1,888,1,0,0,0,0,0,0,0,0,0,0,---,475,3,-,-,0,0,0,55.327,84.076,84.432,0.0,1713,0,-,-,0.0,0.0,-,172.69594627231635,0.0050576926838349825
172.16.2.1,50738,32596,0,32595,3,72358203,32591,72540651,126,182448,2455,1,1,172.16.1.1,50546,15035,0,15035,15031,1906,2,1906,0,0,0,1,1,1548443386075.7068,1548443782346.697,396270.99,27.149,53.912,396196.312,94.894,26.491,53.273,1,1,0,0,8192,0,0,26.638046000000003,25.953,136.009,3.957,10021,64,64,0.08849800000000001,0.008,0.319,0.153754,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,41992,1,343,579,101,0,0,1900,0,1,0,0,1,1,8,1,3691,1460,1018,888,185856,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,613,2,-,-,0,0,0,62.114,94.894,95.213,0.0,1713,0,-,-,0.0,0.0,-,183.05819207204647,0.004809839852268772
172.16.2.1,50736,32445,0,32444,2,72096042,32441,72275594,124,179552,2429,1,1,172.16.1.1,50546,14962,0,14962,14958,1906,2,1906,0,0,0,1,1,1548443386075.6133,1548443782347.0547,396271.442,27.215,54.609,395411.736,95.424,26.609,53.633,1,1,0,0,8192,0,0,26.886126,26.137,267.665,4.902517,9860,64,64,2.024449,0.011,7.578,3.709228,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,17,33024,29200,0,50680,1,343,564,114,0,0,1873,0,2,0,0,1,1,8,1,3699,1460,1018,888,457728,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,271,2,-,-,0,0,0,62.187,95.424,95.917,0.0,1713,0,-,-,0.0,0.0,-,182.38910589978877,0.004809834366010155
172.16.2.1,50740,31595,0,31594,3,70260915,31590,70447707,129,186792,2367,1,1,172.16.1.1,50546,14390,0,14390,14386,1906,2,1906,0,0,0,1,1,1548443386075.764,1548443782347.062,396271.298,27.36,54.868,396085.489,95.298,26.464,53.705,1,1,0,0,8192,0,0,26.856740999999996,26.12,195.413,4.0884730000000005,9627,64,64,0.127497,0.003,0.497,0.246336,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,55024,1,343,555,100,0,0,1841,0,0,0,0,1,1,8,1,3370,1460,1018,888,828416,28928,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,521,2,-,-,0,0,0,62.07,95.298,95.795,0.0,1713,0,-,-,0.0,0.0,-,177.77645606823637,0.0048098361138434005
172.16.2.1,50734,30009,0,30008,3,66260051,30004,66456979,136,196928,2282,1,1,172.16.1.1,50546,13889,0,13889,13885,1906,2,1906,0,0,0,1,1,1548443386075.2998,1548443782347.295,396271.995,26.824,54.13,395985.855,86.536,26.468,53.364,1,1,0,0,8192,0,0,26.823513000000002,26.093,129.39,3.560396,9160,64,64,0.10549700000000001,0.009,0.346,0.160936,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,2896,38,33024,29200,0,44888,1,343,583,87,0,0,1747,0,1,0,0,1,1,8,1,3385,1460,1018,888,185856,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,396,2,-,-,0,0,0,56.932,86.536,86.882,0.0,1713,0,-,-,0.0,0.0,-,167.7054645256978,0.004809827653856791
172.16.2.1,44412,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50688,6,0,6,2,1906,2,1906,0,0,0,1,1,1548443800888.2727,1548443802046.3618,1158.089,1026.796,1053.569,1086.132,1085.729,1026.392,1052.975,1,1,0,0,8192,0,0,234.038519,26.023,1026.351,443.18725199999994,5,64,64,0.103497,0.009,0.35,0.164933,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,1056.94,1085.729,1086.079,0.0,1713,0,-,-,0.0,0.0,-,1.5257894686850493,1.6458147862556334
172.16.2.1,44410,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50688,8,0,8,4,1906,2,1906,0,0,0,1,1,1548443800888.217,1548443802046.9707,1158.754,28.052,57.419,1084.385,316.547,27.426,54.856,1,1,0,0,8192,0,0,33.696272,26.424,65.759,15.73528,6,64,64,0.10749700000000001,0.005,0.402,0.196409,4,63,63,0,0,0,0,0,0,1,1,7,1,0,1460,1369,17,33024,29200,0,1369,1,343,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1018,888,33024,28960,0,1018,888,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,287.498,316.547,316.949,0.0,1713,0,-,-,0.0,0.0,-,1.524913829855172,1.6448702658200103
