#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,TCPWindowsize(CU*8(bits)),roundtrip(AZ/1000=s),AttemptedThroughput(Mbps),ActualThroughput(Mbps)
192.168.100.1,35412,810632,0,810631,810629,130,1,130,0,0,0,1,1,192.168.100.2,80,165014,0,165014,1,10737418499,165011,10737421410,9,2911,0,1,1,1.60385E+12,1.60385E+12,164737.95,43.12,43.795,43.12,164633.118,43.115,43.137,1,1,0,0,1,0,1,0.048332,0.017,0.105,0.049166,3,54,54,49.723207,42.493,63.277,3.780149,1977,64,64,0,0,0,0,0,0,1,1,13,1,1895,8960,130,130,12607488,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,9,0,0,0,0,1,1,200,1,421,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049723207,672.1175487,521.4303764
192.168.100.1,35612,711760,0,711759,711757,130,1,130,0,0,0,1,1,192.168.100.2,80,175551,0,175551,1,10737418499,175548,10737490914,18,72415,0,1,1,1.60385E+12,1.60385E+12,168400.009,42.972,43.527,42.972,168291.782,42.965,42.987,1,1,0,0,1,0,1,0.034999,0.015,0.074,0.033779,3,54,54,46.300067,42.339,67.663,3.50619,11635,64,64,0,0,0,0,0,0,1,1,13,1,2071,8960,130,130,13508608,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,18,0,0,0,0,1,1,200,1,311,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.046300067,721.8097546,510.094553
192.168.100.1,35726,788503,0,788502,788500,130,1,130,0,0,0,1,1,192.168.100.2,80,165018,0,165018,1,10737027539,165015,10737072442,8,44903,0,1,1,1.60385E+12,1.60385E+12,164891.8,42.741,43.413,42.741,164787.501,42.735,42.759,1,1,0,0,1,0,1,0.067331,0.018,0.161,0.081156,3,54,54,50.649004,42.712,62.618,3.831086,2093,64,64,0,0,0,0,0,0,1,1,13,1,3989,8960,130,130,9371648,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,7,0,0,0,0,1,1,200,1,156,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050649004,659.8321262,520.9269323
192.168.100.1,35898,779131,0,779130,779128,130,1,130,0,0,0,1,1,192.168.100.2,80,165021,0,165021,1,10737418499,165018,10737613994,17,195495,0,1,1,1.60385E+12,1.60385E+12,163905.482,42.964,43.258,42.964,163799.047,42.958,42.978,1,1,0,0,1,0,1,0.068998,0.014,0.179,0.095263,3,54,54,49.707241,42.792,62.212,3.792985,1977,64,64,0,0,0,0,0,0,1,1,13,1,45,8960,130,130,13336576,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,6,0,0,11,0,0,0,0,1,1,200,1,120,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049707241,672.3334333,524.0880958
192.168.100.1,36116,794156,0,794155,794153,130,1,130,0,0,0,1,1,192.168.100.2,80,165024,0,165024,1,10737418499,165021,10737463402,9,44903,0,1,1,1.60385E+12,1.60385E+12,164209.533,42.902,44.684,42.902,164107.631,42.895,42.921,1,1,0,0,1,0,1,0.08633,0.019,0.212,0.108924,3,54,54,49.716357,42.678,73.278,3.619454,3214,64,64,0,0,0,0,0,0,1,1,13,1,121,8960,130,130,26501120,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,8,0,0,0,0,1,1,200,1,449,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049716357,672.2101541,523.1103557
192.168.100.1,36216,700334,0,700333,700331,130,1,130,0,0,0,1,1,192.168.100.2,80,186836,0,186836,1,10737418497,186833,10737474986,38,56489,0,1,1,1.60385E+12,1.60385E+12,171813.051,43.008,45.011,43.008,171708.53,43.001,43.023,1,1,0,0,1,0,1,0.055665,0.015,0.136,0.069573,3,54,54,44.835764,42.442,67.001,2.711652,16869,64,64,0,0,0,0,0,0,1,1,13,1,5014,8960,130,130,11919360,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,20,0,0,18,0,0,0,0,1,1,200,1,574,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044835764,745.3835291,499.9608551
192.168.100.1,36390,772832,0,772831,772829,130,1,130,0,0,0,1,1,192.168.100.2,80,165088,0,165088,1,10737418499,165085,10737548834,12,130335,0,1,1,1.60385E+12,1.60385E+12,164581.227,42.897,43.464,42.897,164475.678,42.891,42.914,1,1,0,0,1,0,1,0.088664,0.017,0.229,0.121541,3,54,54,50.568742,42.871,56.795,3.866313,2112,64,64,0,0,0,0,0,0,1,1,13,1,55,8960,130,130,8421376,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1112,30080,28960,0,4177480,2896,14480,0,0,0,0,12,0,0,0,0,1,1,200,1,595,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050568742,660.8794025,521.933104
192.168.100.1,36530,822518,0,822517,822515,130,1,130,0,0,0,1,1,192.168.100.2,80,166349,0,166349,1,10737157857,166346,10737208554,17,50697,0,1,1,1.60385E+12,1.60385E+12,163906.515,42.824,43.441,42.824,163804.411,42.818,42.84,1,1,0,0,1,0,1,0.052998,0.016,0.122,0.059808,3,54,54,49.637099,42.551,67.303,3.399148,3198,64,64,0,0,0,0,0,0,1,1,13,1,915,8960,130,130,13574144,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,16,0,0,0,0,1,1,200,1,216,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049637099,673.2835051,524.065004
192.168.100.1,36732,825231,0,825230,825228,130,1,130,0,0,0,1,1,192.168.100.2,80,166207,0,166207,1,10737418501,166204,10737466298,23,47797,0,1,1,1.60385E+12,1.60385E+12,163996.081,42.891,43.622,42.891,163895.848,42.884,42.908,1,1,0,0,1,0,1,0.130996,0.017,0.355,0.194,3,54,54,49.642473,42.563,67.368,3.75959,2789,64,64,0,0,0,0,0,0,1,1,13,1,2158,8960,130,130,12607488,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,13,0,0,10,0,0,0,0,1,1,200,1,880,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049642473,673.2106195,523.7913605
192.168.100.1,36846,805276,0,805275,805273,130,1,130,0,0,0,1,1,192.168.100.2,80,165035,0,165035,1,10737418501,165032,10737480778,9,62277,0,1,1,1.60385E+12,1.60385E+12,165019.945,43.076,43.599,43.076,164915.644,43.07,43.092,1,1,0,0,1,0,1,0.126662,0.016,0.347,0.190815,3,54,54,49.741249,42.684,83.273,3.738156,3442,64,64,0,0,0,0,0,0,1,1,13,1,651,8960,130,130,26394624,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,682,30080,28960,0,4177480,2896,14480,0,1,0,0,8,0,0,0,0,1,1,200,1,406,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049741249,671.8737601,520.5422061
192.168.100.1,36986,744478,0,744477,744475,130,1,130,0,0,0,1,1,192.168.100.2,80,174445,0,174445,1,10737418499,174442,10737489466,49,70967,0,1,1,1.60385E+12,1.60385E+12,166668.991,42.842,43.329,42.842,166569.511,42.835,42.86,1,1,0,0,1,0,1,0.071998,0.018,0.178,0.091804,3,54,54,45.367728,42.372,82.603,3.275429,13922,64,64,0,0,0,0,0,0,1,1,13,1,2038,8960,130,130,27697152,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,35,0,0,14,0,0,0,0,1,1,200,1,671,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.045367728,736.6434572,515.3923067
192.168.100.1,37220,869449,0,869448,869446,130,1,130,0,0,0,1,1,192.168.100.2,80,165123,0,165123,1,10737418501,165120,10737460506,13,42005,0,1,1,1.60385E+12,1.60385E+12,163574.956,42.976,43.48,42.976,163470.368,42.97,42.994,1,1,0,0,1,0,1,0.053332,0.018,0.12,0.05777,3,54,54,49.532533,42.672,83.358,3.887687,3407,64,64,0,0,0,0,0,0,1,1,13,1,343,8960,130,130,36847616,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,6,0,0,7,0,0,0,0,1,1,200,1,445,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049532533,674.704845,525.1395822
192.168.100.1,37316,728568,0,728567,728565,130,1,130,0,0,0,1,1,192.168.100.2,80,171816,0,171816,1,10737418499,171813,10737473538,16,55039,0,1,1,1.60385E+12,1.60385E+12,165678.311,42.889,43.356,42.889,165575.417,42.883,42.904,1,1,0,0,1,0,1,0.069664,0.015,0.178,0.093821,3,54,54,46.548461,42.345,77.108,3.5538,10383,64,64,0,0,0,0,0,0,1,1,13,1,1924,8960,130,130,29065216,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,15,0,0,0,0,1,1,200,1,801,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.046548461,717.9580008,518.4733462
192.168.100.1,37464,921592,0,921591,921589,130,1,130,0,0,0,1,1,192.168.100.2,80,165653,0,165653,1,10737418497,165650,10737461954,10,43457,0,1,1,1.60385E+12,1.60385E+12,164177.975,42.988,44.776,42.988,164075.394,42.982,43.005,1,1,0,0,1,0,1,0.121329,0.017,0.33,0.180711,3,54,54,49.927668,42.575,67.047,3.766377,2089,64,64,0,0,0,0,0,0,1,1,13,1,1067,8960,130,130,12517376,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,10,0,0,0,0,1,1,200,1,819,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049927668,669.3651304,523.2108365
192.168.100.1,37602,738406,0,738405,738403,130,1,130,0,0,0,1,1,192.168.100.2,80,165029,0,165029,1,10737418497,165026,10737551730,14,133233,0,1,1,1.60385E+12,1.60385E+12,164337.392,42.85,43.33,42.85,164230.525,42.843,42.865,1,1,0,0,1,0,1,0.069664,0.015,0.179,0.094685,3,54,54,50.433399,42.76,64.741,3.798654,2147,64,64,0,0,0,0,0,0,1,1,13,1,1322,8960,130,130,9175040,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,14,0,0,0,0,1,1,200,1,397,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050433399,662.6529376,522.7076613
192.168.100.1,37784,723991,0,723990,723988,130,1,130,0,0,0,1,1,192.168.100.2,80,167727,0,167727,1,10737418499,167724,10737470642,17,52143,0,1,1,1.60385E+12,1.60385E+12,165007.028,42.895,44.382,42.895,164902.379,42.888,42.92,1,1,0,0,1,0,1,0.072998,0.025,0.161,0.076315,3,54,54,49.421518,42.449,66.369,3.419993,3804,64,64,0,0,0,0,0,0,1,1,13,1,1871,8960,130,130,8626176,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,4,0,0,13,0,0,0,0,1,1,200,1,671,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049421518,676.2204269,520.5824635
192.168.100.1,37882,1031462,0,1031461,1031459,130,1,130,0,0,0,1,1,192.168.100.2,80,165403,0,165403,1,10737418497,165400,10737464850,10,46353,0,1,1,1.60385E+12,1.60385E+12,163739.819,43.008,43.41,43.008,163639.813,43.002,43.026,1,1,0,0,1,0,1,0.038999,0.018,0.072,0.028931,3,54,54,49.251299,42.589,66.99,3.816623,2490,64,64,0,0,0,0,0,0,1,1,13,1,1970,8960,130,130,13328384,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,9,0,0,0,0,1,1,200,1,217,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049251299,678.5575341,524.6110526
192.168.100.1,38012,715533,0,715532,715530,130,1,130,0,0,0,1,1,192.168.100.2,80,165298,0,165298,1,10737418501,165295,10737464850,9,46349,0,1,1,1.60385E+12,1.60385E+12,164603.895,43.054,43.495,43.054,164501.374,43.047,43.073,1,1,0,0,1,0,1,0.129329,0.019,0.347,0.188511,3,54,54,50.532418,42.55,61.487,3.864084,2455,64,64,0,0,0,0,0,0,1,1,13,1,1229,8960,130,130,9240576,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,8,0,0,0,0,1,1,200,1,805,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050532418,661.3544596,521.8571456
192.168.100.1,38200,750885,0,750884,750882,130,1,130,0,0,0,1,1,192.168.100.2,80,165010,0,165010,1,10737418499,165007,10737463402,10,44903,0,1,1,1.60385E+12,1.60385E+12,164629.533,42.927,43.525,42.927,164530.092,42.921,42.943,1,1,0,0,1,0,1,0.062331,0.016,0.155,0.080252,3,54,54,49.671504,42.587,81.19,3.643785,3906,64,64,0,0,0,0,0,0,1,1,13,1,408,8960,130,130,32391168,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,9,0,0,0,0,1,1,200,1,377,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049671504,672.8171549,521.7758057
192.168.100.1,38326,730557,0,730556,730554,130,1,130,0,0,0,1,1,192.168.100.2,80,182661,0,182661,1,10737418499,182658,10737492362,17,73863,0,1,1,1.60385E+12,1.60385E+12,171765.788,42.913,43.408,42.913,171659.835,42.906,42.934,1,1,0,0,1,0,1,0.068331,0.021,0.157,0.076846,3,54,54,45.509043,42.394,67.68,3.336508,14185,64,64,0,0,0,0,0,0,1,1,13,1,1292,8960,130,130,13672448,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,17,0,0,0,0,1,1,200,1,573,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.045509043,734.3560268,500.0992334
192.168.100.1,38460,721569,0,721568,721566,130,1,130,0,0,0,1,1,192.168.100.2,80,165035,0,165035,1,10737418501,165032,10737466298,16,47797,0,1,1,1.60385E+12,1.60385E+12,164322.267,43.032,44.178,43.032,164216.469,43.025,43.065,1,1,0,0,1,0,1,0.044999,0.03,0.072,0.023431,3,54,54,49.921974,42.586,66.704,3.760627,3211,64,64,0,0,0,0,0,0,1,1,13,1,148,8960,130,130,17285120,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,15,0,0,0,0,1,1,200,1,905,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049921974,669.4414768,522.7516146
192.168.100.1,38546,723162,0,723161,723159,130,1,130,0,0,0,1,1,192.168.100.2,80,175759,0,175759,1,10737418497,175756,10737469194,32,50697,0,1,1,1.60385E+12,1.60385E+12,169039.51,43.127,43.727,43.127,168941.28,43.121,43.143,1,1,0,0,1,0,1,0.049665,0.016,0.117,0.058312,3,54,54,44.717796,42.338,70.864,3.102567,11725,64,64,0,0,0,0,0,0,1,1,13,1,3497,8960,130,130,13213696,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,18,0,0,14,0,0,0,0,1,1,200,1,230,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044717796,747.3498918,508.1637633
192.168.100.1,38756,720554,0,720553,720551,130,1,130,0,0,0,1,1,192.168.100.2,80,166368,0,166368,1,10737418499,166365,10737551730,14,133231,0,1,1,1.60385E+12,1.60385E+12,164168.826,42.882,43.5,42.882,164066.114,42.875,42.898,1,1,0,0,1,0,1,0.076331,0.016,0.193,0.101056,3,54,54,49.50228,42.459,86.615,3.245472,5877,64,64,0,0,0,0,0,0,1,1,13,1,636,8960,130,130,37552128,26880,1,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,14,0,0,0,0,1,1,200,1,109,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.04950228,675.1171865,523.2443694
192.168.100.1,38920,793631,0,793630,793628,130,1,130,0,0,0,1,1,192.168.100.2,80,172424,0,172424,1,10737418499,172421,10737482226,17,63727,0,1,1,1.60385E+12,1.60385E+12,166553.757,42.994,44.281,42.994,166455.371,42.988,43.01,1,1,0,0,1,0,1,0.073998,0.016,0.186,0.097015,3,54,54,46.772792,42.353,83.993,3.340185,13857,64,64,0,0,0,0,0,0,1,1,13,1,2098,8960,130,130,40574976,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,16,0,0,0,0,1,1,200,1,200,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.046772792,714.5145408,515.7485448
192.168.100.1,39120,821879,0,821878,821876,130,1,130,0,0,0,1,1,192.168.100.2,80,165065,0,165065,1,10737418497,165062,10737463402,10,44905,0,1,1,1.60385E+12,1.60385E+12,164401.803,43.128,43.746,43.128,164297.58,43.121,43.144,1,1,0,0,1,0,1,0.071664,0.016,0.183,0.096417,3,54,54,50.53014,42.584,74.961,3.889327,2112,64,64,0,0,0,0,0,0,1,1,13,1,134,8960,130,130,11059200,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,9,0,0,0,0,1,1,200,1,352,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.05053014,661.3842748,522.4985715
192.168.100.1,39278,756479,0,756478,756476,130,1,130,0,0,0,1,1,192.168.100.2,80,165981,0,165981,1,10736462819,165978,10736661210,17,198391,0,1,1,1.60385E+12,1.60385E+12,165022.796,42.876,43.382,42.876,164916.252,42.87,42.892,1,1,0,0,1,0,1,0.038665,0.016,0.062,0.023007,3,54,54,50.14478,42.653,56.465,3.888393,2868,64,64,0,0,0,0,0,0,1,1,13,1,320,8960,130,130,13025280,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,17,0,0,0,0,1,1,200,1,687,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.05014478,666.4669782,520.4934819
192.168.100.1,39402,627190,0,627189,627187,130,1,130,0,0,0,1,1,192.168.100.2,80,196731,0,196731,1,10737418501,196728,10737440234,20,21733,0,1,1,1.60385E+12,1.60385E+12,174950.395,42.852,43.224,42.852,174845.086,42.846,42.867,1,1,0,0,1,0,1,0.055665,0.015,0.136,0.069573,3,54,54,44.346618,42.361,70.803,2.294823,27482,64,64,0,0,0,0,0,0,1,1,13,1,1795,8960,130,130,12976128,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,20,0,0,0,0,1,1,200,1,2121,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044346618,753.6051565,490.9935863
192.168.100.1,39578,755016,0,755015,755013,130,1,130,0,0,0,1,1,192.168.100.2,80,165080,0,165080,1,10737418497,165077,10737463402,9,44905,0,1,1,1.60385E+12,1.60385E+12,165186.844,42.986,43.519,42.986,165079.149,42.979,43.004,1,1,0,0,1,0,1,0.054332,0.018,0.124,0.060352,3,54,54,50.441804,42.732,62.27,3.952773,2215,64,64,0,0,0,0,0,0,1,1,13,1,1150,8960,130,130,8511488,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,9,0,0,0,0,1,1,200,1,474,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050441804,662.5425213,520.015427
192.168.100.1,39658,761971,0,761970,761968,130,1,130,0,0,0,1,1,192.168.100.2,80,173606,0,173606,1,10735987877,173603,10736047258,18,59381,0,1,1,1.60385E+12,1.60385E+12,166450.094,42.839,43.982,42.839,166346.196,42.833,42.856,1,1,0,0,1,0,1,0.050998,0.017,0.116,0.056312,3,54,54,47.001558,42.438,83.834,3.272143,10353,64,64,0,0,0,0,0,0,1,1,13,1,2258,8960,130,130,56442880,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,682,30080,28960,0,4177480,2896,14480,0,1,0,0,17,0,0,0,0,1,1,200,1,1739,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.047001558,711.0368554,516.0007784
192.168.100.1,39892,749800,0,749799,749797,130,1,130,0,0,0,1,1,192.168.100.2,80,165447,0,165447,1,10737418501,165444,10737464850,9,46349,0,1,1,1.60385E+12,1.60385E+12,164604.034,42.833,43.342,42.833,164506.211,42.827,42.85,1,1,0,0,1,0,1,0.074331,0.017,0.189,0.099304,3,54,54,50.298637,42.731,62.059,3.833876,2293,64,64,0,0,0,0,0,0,1,1,13,1,273,8960,130,130,8642560,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,1,0,0,8,0,0,0,0,1,1,200,1,925,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050298637,664.4283423,521.8567049
192.168.100.1,40004,729620,0,729619,729617,130,1,130,0,0,0,1,1,192.168.100.2,80,165922,0,165922,1,10737418499,165919,10737483674,13,65175,0,1,1,1.60385E+12,1.60385E+12,164566.674,43.045,43.552,43.045,164461.314,43.038,43.062,1,1,0,0,1,0,1,0.046332,0.017,0.102,0.048232,3,54,54,49.530003,42.651,81.811,3.376073,4385,64,64,0,0,0,0,0,0,1,1,13,1,761,8960,130,130,38330368,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,12,0,0,0,0,1,1,200,1,520,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049530003,674.739309,521.9760921
192.168.100.1,40178,598205,0,598204,598202,130,1,130,0,0,0,1,1,192.168.100.2,80,203039,0,203039,2,10737418499,203035,10737477882,20,59383,0,1,1,1.60385E+12,1.60385E+12,179172.419,42.887,43.439,42.887,179067.943,42.881,42.904,1,1,0,0,1,0,1,0.08733,0.017,0.228,0.121821,3,54,54,44.265371,42.331,113.681,2.108309,33810,64,64,0,0,0,0,0,0,1,1,13,1,2217,8960,130,130,55459840,8192,2,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,2,0,0,18,0,0,0,0,1,1,200,1,1173,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044265371,754.9883633,479.4254804
192.168.100.1,40352,698328,0,698327,698325,130,1,130,0,0,0,1,1,192.168.100.2,80,165969,0,165969,1,10737418501,165966,10737432994,10,14493,0,1,1,1.60385E+12,1.60385E+12,164733.893,42.996,43.667,42.996,164628.993,42.99,43.014,1,1,0,0,1,0,1,0.074331,0.018,0.184,0.094986,3,54,54,49.993751,42.536,66.712,3.756407,2906,64,64,0,0,0,0,0,0,1,1,13,1,1391,8960,130,130,8781824,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,10,0,0,0,0,1,1,200,1,991,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049993751,668.4803467,521.4437806
192.168.100.1,40478,712199,0,712198,712196,130,1,130,0,0,0,1,1,192.168.100.2,80,166420,0,166420,1,10737418501,166417,10737425754,11,7253,0,1,1,1.60385E+12,1.60385E+12,164561.169,42.838,43.486,42.838,164451.194,42.832,42.854,1,1,0,0,1,0,1,0.067664,0.016,0.167,0.086048,3,54,54,49.501149,42.58,73.744,3.183219,6040,64,64,0,0,0,0,0,0,1,1,13,1,1801,8960,130,130,27402240,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,11,0,0,0,0,1,1,200,1,572,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049501149,675.1326116,521.9907379
