#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,TCPWindowsize(CU*8(bits)),roundtrip(AZ/1000=s),AttemptedThroughput(Mbps),ActualThroughput(Mbps)
192.168.100.1,58278,784401,0,784400,784398,130,1,130,0,0,0,1,1,192.168.100.2,80,176257,0,176257,1,10737302659,176254,10737356250,18,53591,0,1,1,1.60384E+12,1.60384E+12,167971.785,42.987,43.529,42.987,167867.455,42.981,43.003,1,1,0,0,1,0,1,0.037999,0.016,0.078,0.034699,3,54,54,44.761214,42.392,83.321,2.756205,11719,64,64,0,0,0,0,0,0,1,1,13,1,2885,8960,130,130,12517376,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,4,0,0,14,0,0,0,0,1,1,200,1,100,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044761214,746.6249687,511.3885645
192.168.100.1,58430,788242,0,788241,788239,130,1,130,0,0,0,1,1,192.168.100.2,80,165189,0,165189,1,10737418499,165186,10737461954,30,43455,0,1,1,1.60384E+12,1.60384E+12,164031.288,42.952,43.717,42.952,163923.623,42.945,42.971,1,1,0,0,1,0,1,0.064331,0.019,0.132,0.059719,3,54,54,50.37809,42.503,63.947,3.935726,2112,64,64,0,0,0,0,0,0,1,1,13,1,369,8960,130,130,8691712,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,23,0,0,7,0,0,0,0,1,1,200,1,194,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.05037809,663.3804497,523.6787242
192.168.100.1,58538,786280,0,786279,786277,130,1,130,0,0,0,1,1,192.168.100.2,80,165030,0,165030,1,10737418499,165027,10737463402,17,44903,0,1,1,1.60384E+12,1.60384E+12,164224.468,42.769,43.892,42.769,164121.271,42.762,42.789,1,1,0,0,1,0,1,0.076997,0.02,0.187,0.095284,3,54,54,49.752344,42.605,65.568,3.709747,2191,64,64,0,0,0,0,0,0,1,1,13,1,224,8960,130,130,13025280,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,9,0,0,8,0,0,0,0,1,1,200,1,502,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049752344,671.7239292,523.0627827
192.168.100.1,58736,751267,0,751266,751264,130,1,130,0,0,0,1,1,192.168.100.2,80,165007,0,165007,1,10737418497,165004,10737472090,11,53593,0,1,1,1.60384E+12,1.60384E+12,163908.015,42.951,43.54,42.951,163801.254,42.945,42.969,1,1,0,0,1,0,1,0.040665,0.018,0.084,0.037541,3,54,54,49.697693,42.854,57.559,3.675734,2157,64,64,0,0,0,0,0,0,1,1,13,1,953,8960,130,130,13639680,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,10,0,0,0,0,1,1,200,1,324,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049697693,672.462603,524.0730706
192.168.100.1,58820,786161,0,786160,786158,130,1,130,0,0,0,1,1,192.168.100.2,80,165012,0,165012,1,10737418501,165009,10737463402,11,44901,0,1,1,1.60384E+12,1.60384E+12,163991.231,43.113,43.55,43.113,163888.102,43.106,43.13,1,1,0,0,1,0,1,0.091997,0.017,0.237,0.125599,3,54,54,49.739129,42.869,61.848,3.684184,2596,64,64,0,0,0,0,0,0,1,1,13,1,409,8960,130,130,13885440,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,3,0,0,8,0,0,0,0,1,1,200,1,556,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049739129,671.902397,523.8067102
192.168.100.1,59006,742173,0,742172,742170,130,1,130,0,0,0,1,1,192.168.100.2,80,165027,0,165027,1,10737418497,165024,10737463402,22,44905,0,1,1,1.60384E+12,1.60384E+12,165068.444,42.837,43.243,42.837,164966.563,42.831,42.855,1,1,0,0,1,0,1,0.034999,0.018,0.066,0.026889,3,54,54,49.537341,42.723,60.131,3.615329,2927,64,64,0,0,0,0,0,0,1,1,13,1,617,8960,130,130,14131200,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,14,0,0,8,0,0,0,0,1,1,200,1,336,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049537341,674.6393594,520.3884227
192.168.100.1,59188,761904,0,761903,761901,130,1,130,0,0,0,1,1,192.168.100.2,80,166303,0,166303,1,10737418501,166300,10737466298,11,47797,0,1,1,1.60384E+12,1.60384E+12,164605.485,42.992,43.371,42.992,164495.63,42.986,43.009,1,1,0,0,1,0,1,0.052665,0.017,0.123,0.060913,3,54,54,49.467908,42.54,83.63,3.176741,5605,64,64,0,0,0,0,0,0,1,1,13,1,1382,8960,130,130,30785536,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,2,0,0,9,0,0,0,0,1,1,200,1,503,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049467908,675.5862811,521.8521751
192.168.100.1,59400,776909,0,776908,776906,130,1,130,0,0,0,1,1,192.168.100.2,80,165024,0,165024,1,10737418501,165021,10737466298,12,47797,0,1,1,1.60384E+12,1.60384E+12,164466.556,43.098,44.164,43.098,164358.537,43.091,43.14,1,1,0,0,1,0,1,0.042332,0.019,0.066,0.023502,3,54,54,49.845857,42.812,59.705,3.659142,1779,64,64,0,0,0,0,0,0,1,1,13,1,1390,8960,130,130,12681216,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,12,0,0,0,0,1,1,200,1,665,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049845857,670.4637459,522.2929967
192.168.100.1,59524,771788,0,771787,771785,130,1,130,0,0,0,1,1,192.168.100.2,80,165020,0,165020,1,10737418501,165017,10737466298,11,47797,0,1,1,1.60384E+12,1.60384E+12,164906.761,42.946,43.514,42.946,164803.442,42.939,42.962,1,1,0,0,1,0,1,0.058331,0.016,0.143,0.073323,3,54,54,49.870901,42.768,56.685,3.653322,2061,64,64,0,0,0,0,0,0,1,1,13,1,572,8960,130,130,13492224,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,0,0,0,11,0,0,0,0,1,1,200,1,633,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049870901,670.1270547,520.8987786
192.168.100.1,59656,775551,0,775550,775548,130,1,130,0,0,0,1,1,192.168.100.2,80,164987,0,164987,1,10735886517,164984,10735943002,12,56485,0,1,1,1.60384E+12,1.60384E+12,164552.194,42.901,43.254,42.901,164447.991,42.894,42.918,1,1,0,0,1,0,1,0.059331,0.017,0.141,0.070741,3,54,54,49.651489,42.61,64.129,3.601466,2941,64,64,0,0,0,0,0,0,1,1,13,1,782,8960,130,130,17367040,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,3,0,0,9,0,0,0,0,1,1,200,1,524,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049651489,673.088374,521.9471216
192.168.100.1,59918,845026,0,845025,845023,130,1,130,0,0,0,1,1,192.168.100.2,80,167220,0,167220,1,10737418499,167217,10737467746,25,49247,0,1,1,1.60384E+12,1.60384E+12,164867.39,43.144,43.754,43.144,164763.51,43.138,43.161,1,1,0,0,1,0,1,0.052665,0.017,0.122,0.060053,3,54,54,49.013274,42.489,75.685,3.357435,6131,64,64,0,0,0,0,0,0,1,1,13,1,1776,8960,130,130,28065792,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,12,0,0,13,0,0,0,0,1,1,200,1,427,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049013274,681.8528385,521.0232416
192.168.100.1,60116,708843,0,708842,708840,130,1,130,0,0,0,1,1,192.168.100.2,80,172176,0,172176,1,10737418499,172173,10737815266,31,396767,0,1,1,1.60384E+12,1.60384E+12,165156.766,42.979,43.502,42.979,165052.226,42.973,42.995,1,1,0,0,1,0,1,0.072331,0.016,0.183,0.095845,3,54,54,46.39939,42.349,65.742,3.620996,6647,64,64,0,0,0,0,0,0,1,1,13,1,1755,8960,130,130,8773632,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,11,0,0,20,0,0,0,0,1,1,200,1,830,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.04639939,720.2646414,520.127175
192.168.100.1,60254,798138,0,798137,798135,130,1,130,0,0,0,1,1,192.168.100.2,80,165021,0,165021,1,10736571417,165018,10736623562,10,52145,0,1,1,1.60384E+12,1.60384E+12,164012.623,42.968,43.515,42.968,163912.588,42.962,42.983,1,1,0,0,1,0,1,0.049665,0.015,0.118,0.059181,3,54,54,49.909333,42.728,83.297,3.708803,3000,64,64,0,0,0,0,0,0,1,1,13,1,464,8960,130,130,17440768,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,0,0,0,10,0,0,0,0,1,1,200,1,503,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049909333,669.6110325,523.697426
192.168.100.1,60378,781394,0,781393,781391,130,1,130,0,0,0,1,1,192.168.100.2,80,167860,0,167860,1,10737418499,167857,10737470642,13,52143,0,1,1,1.60384E+12,1.60384E+12,164319.801,42.98,43.675,42.98,164220.653,42.974,42.996,1,1,0,0,1,0,1,0.056331,0.016,0.136,0.068995,3,54,54,49.275291,42.561,67.044,3.03036,7097,64,64,0,0,0,0,0,0,1,1,13,1,2374,8960,130,130,18989056,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,12,0,0,0,0,1,1,200,1,52,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049275291,678.2271463,522.7596712
192.168.100.1,60574,792549,0,792548,792546,130,1,130,0,0,0,1,1,192.168.100.2,80,177217,0,177217,1,10737418499,177214,10737474986,16,56487,0,1,1,1.60384E+12,1.60384E+12,166678.206,43.149,43.713,43.149,166574.981,43.143,43.166,1,1,0,0,1,0,1,0.054998,0.017,0.13,0.064954,3,54,54,45.740041,42.341,66.534,3.364818,10774,64,64,0,0,0,0,0,0,1,1,13,1,3099,8960,130,130,12935168,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,15,0,0,0,0,1,1,200,1,284,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.045740041,730.6473556,515.3631176
192.168.100.1,60726,832778,0,832777,832775,130,1,130,0,0,0,1,1,192.168.100.2,80,183363,0,183363,1,10737418501,183360,10737428650,13,10149,0,1,1,1.60384E+12,1.60384E+12,170884.395,42.947,44.111,42.947,170786.579,42.941,42.963,1,1,0,0,1,0,1,0.052332,0.016,0.124,0.062067,3,54,54,45.258654,42.389,83.41,3.399904,13349,64,64,0,0,0,0,0,0,1,1,13,1,1307,8960,130,130,42057728,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,12,0,0,0,0,1,1,200,1,532,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.045258654,738.4187784,502.6756785
192.168.100.1,60942,802178,0,802177,802175,130,1,130,0,0,0,1,1,192.168.100.2,80,167562,0,167562,1,10737418497,167559,10737467746,20,49249,0,1,1,1.60384E+12,1.60384E+12,164648.91,42.889,43.432,42.889,164544.11,42.882,42.908,1,1,0,0,1,0,1,0.055665,0.019,0.126,0.060929,3,54,54,49.372512,42.567,69.702,3.179922,6338,64,64,0,0,0,0,0,0,1,1,13,1,953,8960,130,130,27402240,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,8,0,0,12,0,0,0,0,1,1,200,1,820,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049372512,676.8916275,521.7146106
192.168.100.1,32884,749791,0,749790,749788,130,1,130,0,0,0,1,1,192.168.100.2,80,165183,0,165183,1,10736636577,165180,10736681482,24,44905,0,1,1,1.60384E+12,1.60384E+12,164461.076,42.87,43.462,42.87,164359.339,42.864,42.888,1,1,0,0,1,0,1,0.062331,0.018,0.14,0.067486,3,54,54,50.446739,42.571,67.279,3.955488,2133,64,64,0,0,0,0,0,0,1,1,13,1,171,8960,130,130,9027584,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,15,0,0,9,0,0,0,0,1,1,200,1,462,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050446739,662.4777074,522.2722236
192.168.100.1,32998,860123,0,860122,860120,130,1,130,0,0,0,1,1,192.168.100.2,80,166627,0,166627,1,10736766901,166624,10736778498,11,11597,0,1,1,1.60384E+12,1.60384E+12,164496.888,42.848,43.412,42.848,164394.4,42.841,42.865,1,1,0,0,1,0,1,0.072331,0.017,0.182,0.094975,3,54,54,49.570751,42.413,84.569,3.420124,5042,64,64,0,0,0,0,0,0,1,1,13,1,567,8960,130,130,67108864,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,9,0,0,1,0,1,1,200,1,739,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049570751,674.1846618,522.1632399
192.168.100.1,33134,784841,0,784840,784838,130,1,130,0,0,0,1,1,192.168.100.2,80,167622,0,167622,1,10737418499,167619,10737469194,18,50695,0,1,1,1.60384E+12,1.60384E+12,164131.635,42.865,43.362,42.865,164025.538,42.858,42.883,1,1,0,0,1,0,1,0.049332,0.018,0.111,0.053407,3,54,54,49.387821,42.538,85.393,3.081718,5475,64,64,0,0,0,0,0,0,1,1,13,1,2839,8960,130,130,42909696,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,6,0,0,12,0,0,0,0,1,1,200,1,143,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049387821,676.6818078,523.3589098
192.168.100.1,33238,740461,0,740460,740458,130,1,130,0,0,0,1,1,192.168.100.2,80,165028,0,165028,1,10737418499,165025,10737480778,11,62279,0,1,1,1.60384E+12,1.60384E+12,163763.284,43.004,43.693,43.004,163654.466,42.997,43.029,1,1,0,0,1,0,1,0.066664,0.025,0.143,0.066199,3,54,54,50.513461,42.695,58.876,3.824897,2141,64,64,0,0,0,0,0,0,1,1,13,1,206,8960,130,130,8970240,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,4,0,0,7,0,0,0,0,1,1,200,1,254,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050513461,661.6026568,524.5366612
192.168.100.1,33484,707275,0,707274,707272,130,1,130,0,0,0,1,1,192.168.100.2,80,177006,0,177006,1,10737418499,177003,10737469194,13,50695,0,1,1,1.60384E+12,1.60384E+12,168119.444,43.063,43.701,43.063,168020.928,43.057,43.079,1,1,0,0,1,0,1,0.072331,0.016,0.182,0.094986,3,54,54,45.048476,42.407,68.336,3.185728,10644,64,64,0,0,0,0,0,0,1,1,13,1,568,8960,130,130,13090816,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,12,0,0,0,0,1,1,200,1,495,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.045048476,741.8639423,510.9447873
192.168.100.1,33608,869190,0,869189,869187,130,1,130,0,0,0,1,1,192.168.100.2,80,165221,0,165221,1,10737418501,165218,10737460506,22,42005,0,1,1,1.60384E+12,1.60384E+12,164585.832,42.906,44.189,42.906,164485.614,42.899,42.921,1,1,0,0,1,0,1,0.076997,0.015,0.201,0.107387,3,54,54,50.535846,42.482,58.673,3.93698,1883,64,64,0,0,0,0,0,0,1,1,13,1,358,8960,130,130,8437760,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,15,0,0,7,0,0,0,0,1,1,200,1,988,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.050535846,661.3095979,521.9142073
192.168.100.1,33748,776625,0,776624,776622,130,1,130,0,0,0,1,1,192.168.100.2,80,170764,0,170764,1,10736580107,170761,10736632250,14,52143,0,1,1,1.60384E+12,1.60384E+12,165757.393,42.978,43.632,42.978,165652.765,42.972,42.994,1,1,0,0,1,0,1,0.051998,0.016,0.123,0.06149,3,54,54,46.255386,42.363,69.506,3.559075,8453,64,64,0,0,0,0,0,0,1,1,13,1,1177,8960,130,130,25657344,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,1,0,0,13,0,0,0,0,1,1,200,1,543,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.046255386,722.5069963,518.1853819
192.168.100.1,33940,591627,0,591626,591624,130,1,130,0,0,0,1,1,192.168.100.2,80,219867,0,219867,1,10736781379,219864,10736849450,24,68071,0,1,1,1.60384E+12,1.60384E+12,187119.115,42.971,43.494,42.971,187020.559,42.965,42.988,1,1,0,0,1,0,1,0.071331,0.017,0.175,0.089813,3,54,54,43.835212,42.331,66.078,1.46937,37496,64,64,0,0,0,0,0,0,1,1,13,1,2695,8960,130,130,12607488,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,2,0,0,21,0,0,1,0,1,1,200,1,81,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.043835212,762.3971341,459.0380603
192.168.100.1,34098,684318,0,684317,684315,130,1,130,0,0,0,1,1,192.168.100.2,80,172419,0,172419,1,10737418499,172416,10737473538,40,55039,0,1,1,1.60384E+12,1.60385E+12,166838.156,43.002,43.587,43.002,166731.076,42.996,43.017,1,1,0,0,1,0,1,0.046998,0.015,0.109,0.053703,3,54,54,46.29907,42.385,83.058,3.891327,7984,64,64,0,0,0,0,0,0,1,1,13,1,2610,8960,130,130,8806400,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1168,30080,28960,0,4177480,2896,14480,0,25,0,0,15,0,0,0,0,1,1,200,1,1326,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.04629907,721.825298,514.8689626
192.168.100.1,34260,774620,0,774619,774617,130,1,130,0,0,0,1,1,192.168.100.2,80,170341,0,170341,1,10737418499,170338,10737473538,15,55039,0,1,1,1.60385E+12,1.60385E+12,165197.216,42.917,43.463,42.917,165093.927,42.911,42.935,1,1,0,0,1,0,1,0.035665,0.018,0.069,0.028885,3,54,54,47.853825,42.445,67.251,3.511328,6096,64,64,0,0,0,0,0,0,1,1,13,1,1748,8960,130,130,12255232,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1112,30080,28960,0,4177480,2896,14480,0,1,0,0,14,0,0,0,0,1,1,200,1,262,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.047853825,698.373432,519.9832684
192.168.100.1,34404,753557,0,753556,753554,130,1,130,0,0,0,1,1,192.168.100.2,80,167342,0,167342,1,10737418499,167339,10737469194,12,50695,0,1,1,1.60385E+12,1.60385E+12,164449.158,43.091,44.094,43.091,164344.761,43.085,43.107,1,1,0,0,1,0,1,0.060998,0.016,0.148,0.075359,3,54,54,49.052158,42.532,69.507,3.083498,6121,64,64,0,0,0,0,0,0,1,1,13,1,1379,8960,130,130,14426112,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,1,0,0,11,0,0,0,0,1,1,200,1,479,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049052158,681.3123288,522.3483939
192.168.100.1,34564,797549,0,797548,797546,130,1,130,0,0,0,1,1,192.168.100.2,80,169195,0,169195,1,10737418497,169192,10737473538,15,55041,0,1,1,1.60385E+12,1.60385E+12,165259.469,42.914,43.999,42.914,165153.351,42.908,42.937,1,1,0,0,1,0,1,0.064331,0.023,0.129,0.056722,3,54,54,47.920388,42.463,82.477,3.89875,4688,64,64,0,0,0,0,0,0,1,1,13,1,907,8960,130,130,12165120,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4186168,2896,14480,0,0,0,0,15,0,0,0,0,1,1,200,1,338,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33489344,0.047920388,698.8537739,519.7873915
192.168.100.1,34706,773355,0,773354,773352,130,1,130,0,0,0,1,1,192.168.100.2,80,165032,0,165032,1,10737418499,165029,10737463402,11,44903,0,1,1,1.60385E+12,1.60385E+12,165124.285,42.844,43.414,42.844,165014.159,42.838,42.86,1,1,0,0,1,0,1,0.059331,0.016,0.142,0.071619,3,54,54,49.796078,42.639,83.055,3.808612,1764,64,64,0,0,0,0,0,0,1,1,13,1,1442,8960,130,130,12509184,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,2,0,0,9,0,0,0,0,1,1,200,1,411,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049796078,671.1339797,520.2124401
192.168.100.1,34844,760198,0,760197,760195,130,1,130,0,0,0,1,1,192.168.100.2,80,251754,0,251754,1,10737418499,251751,10737486570,32,68071,0,1,1,1.60385E+12,1.60385E+12,196499.664,42.97,44.178,42.97,196401.674,42.964,42.985,1,1,0,0,1,0,1,0.049665,0.015,0.119,0.060044,3,54,54,43.631546,42.303,60.86,1.133432,50361,64,64,0,0,0,0,0,0,1,1,13,1,2710,8960,130,130,12967936,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,10,0,0,22,0,0,0,0,1,1,200,1,115,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.043631546,765.9558981,437.150328
192.168.100.1,35047,802268,0,802267,802265,130,1,130,0,0,0,1,1,192.168.100.2,80,165689,0,165689,1,10737418499,165686,10737464850,21,46351,0,1,1,1.60385E+12,1.60385E+12,164984.76,42.941,43.571,42.941,164877.447,42.934,42.976,1,1,0,0,1,0,1,0.066331,0.035,0.12,0.046694,3,54,54,49.329976,42.672,65.621,3.720068,4178,64,64,0,0,0,0,0,0,1,1,13,1,567,8960,130,130,25886720,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,12,0,0,9,0,0,0,0,1,1,200,1,333,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049329976,677.4752941,520.6524457
192.168.100.1,35140,773567,0,773566,773564,130,1,130,0,0,0,1,1,192.168.100.2,80,194023,0,194023,1,10737418497,194020,10737477882,20,59385,0,1,1,1.60385E+12,1.60385E+12,175151.463,42.946,43.59,42.946,175043.68,42.94,42.961,1,1,0,0,1,0,1,0.079331,0.015,0.208,0.111429,3,54,54,44.373472,42.353,66.088,2.397337,22554,64,64,0,0,0,0,0,0,1,1,13,1,3196,8960,130,130,12484608,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1448,30080,28960,0,4177480,2896,14480,0,3,0,0,17,0,0,0,0,1,1,200,1,492,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.044373472,753.1490887,490.4316617
192.168.100.1,35292,791252,0,791251,791249,130,1,130,0,0,0,1,1,192.168.100.2,80,165032,0,165032,1,10737418497,165029,10737463402,9,44905,0,1,1,1.60385E+12,1.60385E+12,165346.525,42.854,43.295,42.854,165241.785,42.848,42.871,1,1,0,0,1,0,1,0.055665,0.017,0.13,0.064392,3,54,54,49.739696,42.675,83.352,3.761895,3088,64,64,0,0,0,0,0,0,1,1,13,1,1379,8960,130,130,42008576,26880,0,130,130,130,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,65160,1152,30080,28960,0,4177480,2896,14480,0,0,0,0,9,0,0,0,0,1,1,200,1,264,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33419840,0.049739696,671.8947378,519.5132297
