#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,DeclaredThroughput,Actualthroughput
192.168.100.1,49620,434381,0,434380,132,1209292464,434247,1222571128,6073,13278664,0,1,1,192.168.101.1,22,130902,0,130902,121673,337564,9227,337564,0,0,85,1,1,1.5656E+12,1.5656E+12,795954.167,32.669,70.542,795919.496,795918.898,32.308,63.046,1,1,0,0,0,0,0,30.512982,30.045,72.34,0.422587,95550,64,64,12.471274,0.003,46.04,11.281059,9045,63,63,0,0,0,0,0,0,1,1,7,1,1717,1460,8688,12,64256,64128,0,283808,16,32,97,1324,0,0,4652,0,0,0,0,1,1,7,1,9423,1460,1100,28,912768,64128,0,1100,28,32,85,0,0,0,0,0,0,0,0,0,0,---,18,9142,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,31.38601051,12.28785454
192.168.100.1,51014,452344,0,452343,151,1259679403,452191,1272558052,5895,12878649,0,1,1,192.168.101.1,22,137401,0,137401,127779,350884,9620,350884,0,0,101,1,1,1.5656E+12,1.5656E+12,800563.201,32.55,75.861,800522.355,800521.795,32.238,62.954,1,1,0,0,0,0,0,30.531942,30.047,74.088,0.415564,100357,64,64,12.315669,0.003,45.557,11.477359,9398,63,63,0,0,0,0,0,0,1,1,7,1,1862,1460,7240,12,64256,64128,0,236024,16,32,74,1379,0,0,4442,0,0,0,0,1,1,7,1,9259,1460,1100,28,856320,64128,0,1100,28,32,99,2,0,0,0,0,0,0,0,0,0,---,14,9519,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,25.48580067,12.716628
192.168.100.1,52408,427060,0,427059,132,1192496815,426926,1204095284,5303,11598469,0,1,1,192.168.101.1,22,127055,0,127055,117949,333784,9104,333820,1,36,80,1,1,1.5656E+12,1.5656E+12,740313.923,33.043,70.832,740277.121,740276.554,32.73,63.672,1,1,0,0,0,0,0,30.527269,30.054,104.103,0.530551,93305,64,64,12.226946,0.004,47.796,11.326178,8926,63,63,0,0,0,0,0,0,1,1,7,1,1492,1460,8688,16,64256,64128,0,280912,16,32,160,1228,0,0,3915,0,0,0,0,1,1,7,1,8506,1460,1368,28,1001728,63744,0,1368,28,32,79,2,0,0,0,0,0,0,0,0,0,---,18,9023,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,21.58723572,13.01172648
192.168.100.1,53682,414990,0,414989,138,1158905517,414850,1171139912,5458,12234395,0,1,1,192.168.101.1,22,109722,0,109722,100869,323164,8851,323164,0,0,90,1,1,1.5656E+12,1.5656E+12,699891.056,32.727,71.356,699856.142,699855.668,32.432,63.094,1,1,0,0,0,0,0,30.611522,30.025,78.078,0.574431,76924,64,64,14.011381,0.003,45.565,11.688233,8659,63,63,0,0,0,0,0,0,1,1,7,1,1634,1460,11584,12,64256,64128,0,360552,16,32,194,1062,0,0,4200,0,2,0,0,1,1,7,1,7315,1460,1100,28,1145728,60416,0,1136,28,32,89,1,0,0,0,0,0,0,0,0,0,---,13,8761,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,36.94274956,13.38653954
192.168.100.1,54908,388854,0,388853,107,1087524015,388745,1097995268,4727,10471253,0,1,1,192.168.101.1,22,111636,0,111636,103326,303508,8308,303508,0,0,66,1,1,1.5656E+12,1.5656E+12,645525.291,33.16,74.109,645487.985,645487.498,32.847,63.553,1,1,0,0,0,0,0,30.541873,30.084,73.274,0.423266,82019,64,64,12.135206,0.003,45.676,11.401569,8164,63,63,0,0,0,0,0,0,1,1,7,1,1204,1460,7240,12,64256,64128,0,270236,16,32,71,1045,0,0,3611,0,0,0,0,1,1,7,1,7147,1460,1100,28,1917440,62336,0,1136,28,32,63,3,0,0,0,0,0,0,0,0,0,---,20,8242,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,29.50416246,13.60746398
192.168.100.1,56020,427230,0,427229,144,1192496815,427084,1204473032,5410,11976217,0,1,1,192.168.101.1,22,129937,0,129937,120834,332416,9101,332416,0,0,93,1,1,1.5656E+12,1.5656E+12,756078.528,32.941,75.536,756040.738,756040.206,32.649,63.357,1,1,0,0,0,0,0,30.540069,30.073,72.733,0.459023,94702,64,64,12.063644,0.004,45.46,11.505933,8902,63,63,0,0,0,0,0,0,1,1,7,1,1822,1460,10136,12,64256,64128,0,331592,16,32,84,1302,0,0,4024,0,0,0,0,1,1,7,1,8846,1460,1100,28,1242112,64128,0,1100,28,32,92,1,0,0,0,0,0,0,0,0,0,---,19,9008,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,36.47224781,12.74442257
192.168.100.1,57336,378946,0,378945,124,1058130132,378820,1069122376,4955,10992244,0,1,1,192.168.101.1,22,113885,0,113885,105809,294040,8074,294040,0,0,88,1,1,1.5656E+12,1.5656E+12,665742.209,32.555,70.624,665708.019,665706.882,32.225,63.038,1,1,0,0,0,0,0,30.53343,30.043,76.184,0.414925,82787,64,64,12.054981,0.003,47.354,11.170138,7893,63,63,0,0,0,0,0,0,1,1,7,1,1815,1460,10136,12,64256,64128,0,322904,16,32,90,1046,0,0,3820,0,0,0,0,1,1,7,1,7686,1460,1080,28,1622016,64128,0,1080,28,32,87,1,0,0,0,0,0,0,0,0,0,---,17,7986,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,33.90780216,12.84728367
192.168.100.1,58512,443681,0,443680,130,1242883759,443549,1255265056,5605,12381297,0,1,1,192.168.101.1,22,131628,0,131628,122142,346492,9484,346492,0,0,85,1,1,1.5656E+12,1.5656E+12,759168.203,32.711,308.359,759129.623,759129.072,32.448,63.434,1,1,0,0,0,0,0,30.545316,30.039,73.212,0.437173,95729,64,64,11.970957,0.003,46.01,11.386204,9300,63,63,0,0,0,0,0,0,1,1,7,1,1853,1460,10136,12,64256,64128,0,386616,16,32,77,1200,0,0,4328,0,0,0,0,1,1,7,1,8624,1460,1100,28,1371264,64128,0,1112,28,1112,82,3,0,0,0,0,0,0,0,0,0,---,18,9399,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,42.24618915,13.2277938
192.168.100.1,59812,437584,0,437583,145,1221889200,437437,1234796720,5859,12907520,0,1,1,192.168.101.1,22,123192,0,123192,113866,340408,9324,340408,0,0,91,1,1,1.5656E+12,1.5656E+12,756358.543,36.449,74.629,756324.785,756324.312,36.164,66.802,1,1,0,0,0,0,0,30.548783,30.063,75.013,0.462322,89416,64,64,13.042735,0.003,50.721,11.23513,9128,63,63,0,0,0,0,0,0,1,1,7,1,1648,1460,8688,12,64256,63616,0,275120,16,32,134,1264,0,0,4461,0,0,0,0,1,1,7,1,8498,1460,1100,28,894976,64128,0,1100,28,32,91,0,0,0,0,0,0,0,0,0,0,---,21,9233,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,29.34104755,13.06043787
192.168.100.1,32886,387991,0,387990,115,1087524014,387874,1097715132,4617,10191118,0,1,1,192.168.101.1,22,114295,0,114295,105993,303760,8300,303760,0,0,72,1,1,1.5656E+12,1.5656E+12,658388.957,33.73,70.696,658354.135,658353.673,32.801,64.416,1,1,0,0,0,0,0,30.54629,30.058,74.239,0.420786,82795,64,64,12.331894,0.003,46.199,11.519417,8141,63,63,0,0,0,0,0,0,1,1,7,1,1428,1460,8688,12,64256,64128,0,288152,16,32,49,1109,0,0,3459,0,0,0,0,1,1,7,1,7446,1460,1100,28,1417344,64128,0,1136,28,32,70,2,0,0,0,0,0,0,0,0,0,---,18,8228,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,31.05128032,13.33819616
192.168.100.1,34032,407840,0,407839,131,1137910957,407707,1149712372,5378,11801415,0,1,1,192.168.101.1,22,122117,0,122117,113433,317656,8682,317656,0,0,93,1,1,1.5656E+12,1.5656E+12,734249.305,33.176,71.37,734215.547,734163.572,32.857,63.807,1,1,0,0,0,0,0,30.501545,30.014,107.78,0.531807,89357,64,64,12.21316,0.003,46.426,11.386647,8485,63,63,0,0,0,0,0,0,1,1,7,1,1800,1460,11584,12,64256,64000,0,346072,16,32,115,1233,0,0,4030,0,0,0,0,1,1,7,1,8540,1460,1100,28,1398016,64128,0,1136,28,32,92,1,0,0,0,0,0,0,0,0,0,---,12,8589,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,25.68728892,12.52667032
192.168.100.1,35300,378597,0,378596,118,1058130130,378477,1068632140,4774,10502010,0,1,1,192.168.101.1,22,111998,0,111998,103920,293824,8076,293824,0,0,81,1,1,1.5656E+12,1.56561E+12,643946.854,32.444,70.647,643913.26,643912.779,31.971,63.1,1,1,0,0,0,0,0,30.555704,30.015,71.74,0.458916,81432,64,64,12.25271,0.003,48.033,11.759649,7902,63,63,0,0,0,0,0,0,1,1,7,1,1554,1460,10136,12,64256,64000,0,312768,16,32,76,1053,0,0,3645,0,0,0,0,1,1,7,1,7237,1460,1080,28,844416,64128,0,1080,28,32,79,2,0,0,0,0,0,0,0,0,0,---,17,7995,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,34.87794815,13.27602902
192.168.100.1,36412,412544,0,412543,140,1158908687,412402,1170038412,5099,11129725,0,1,1,192.168.101.1,22,119725,0,119725,110871,324352,8852,324352,0,0,93,1,1,1.56561E+12,1.56561E+12,706414.008,35.426,73.351,706379.921,706379.208,35.049,66.087,1,1,0,0,0,0,0,30.567228,30.016,73.107,0.45702,85020,64,64,13.274579,0.003,46.677,11.458737,8643,63,63,0,0,0,0,0,0,1,1,7,1,1666,1460,23168,12,64256,64128,0,699384,16,32,131,1126,0,0,3842,0,0,0,0,1,1,7,1,7884,1460,1100,28,2059904,64128,0,1100,28,32,93,0,0,0,0,0,0,0,0,0,0,---,18,8759,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,76.53264393,13.25045538
192.168.100.1,37618,439978,0,439977,142,1226088111,439834,1238972020,5861,12883909,0,1,1,192.168.101.1,22,129143,0,129143,119781,341524,9360,341524,0,0,91,1,1,1.56561E+12,1.56561E+12,780380.425,32.699,70.926,780344.177,780343.603,32.368,63.483,1,1,0,0,0,0,0,30.565909,30.045,72.973,0.429568,92949,64,64,13.136407,0.004,47.772,11.688138,9165,63,63,0,0,0,0,0,0,1,1,7,1,1740,1460,10136,12,64256,64000,0,340280,16,32,103,1303,0,0,4456,0,0,0,0,1,1,7,1,9007,1460,1100,28,1657728,20864,0,1136,28,32,91,0,0,0,0,0,0,0,0,0,0,---,21,9269,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,37.30475655,12.70121064
192.168.100.1,39008,407053,0,407052,127,1133712045,406924,1146198656,5698,12486611,0,1,1,192.168.101.1,22,122640,0,122640,113989,316180,8649,316180,0,0,80,1,1,1.56561E+12,1.56561E+12,732979.113,32.545,71.413,732942.801,732942.26,32.225,63.012,1,1,0,0,0,0,0,30.586584,30.035,73.46,0.412424,89392,64,64,12.618705,0.004,43.039,11.788653,8475,63,63,0,0,0,0,0,0,1,1,7,1,1535,1460,10136,12,64256,64128,0,314216,16,32,89,1234,0,0,4375,0,0,0,0,1,1,7,1,8534,1460,1100,28,877056,64128,0,1100,28,32,80,0,0,0,0,0,0,0,0,0,0,---,12,8569,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,34.21900354,12.51002803
192.168.100.1,40282,374414,0,374413,133,1049732307,374279,1060550064,4769,10817757,0,1,1,192.168.101.1,22,102223,0,102223,94208,291808,8013,291808,0,0,94,1,1,1.56561E+12,1.56561E+12,631462.592,33.527,71.368,631427.996,631427.319,33.218,63.967,1,1,0,0,0,0,0,30.683005,30.065,74.668,0.462275,73519,64,64,13.160743,0.003,47.405,11.549157,7817,63,63,0,0,0,0,0,0,1,1,7,1,1624,1460,13032,12,64256,64128,0,389512,16,32,52,1011,0,0,3706,0,0,0,0,1,1,7,1,6717,1460,1080,28,1273344,64128,0,1080,28,32,92,2,0,0,0,0,0,0,0,0,0,---,16,7919,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,41.73268334,13.43610947
192.168.100.1,41380,402108,0,402107,130,1121115309,401976,1132678784,5289,11563475,0,1,1,192.168.101.1,22,121891,0,121891,113334,312688,8555,312688,0,0,92,1,1,1.56561E+12,1.56561E+12,725456.52,32.308,70.516,725415.296,725414.748,31.98,63.029,1,1,0,0,0,0,0,30.592585,30.068,131.901,0.547244,89561,64,64,12.392374,0.004,44.791,11.727516,8360,63,63,0,0,0,0,0,0,1,1,7,1,1541,1460,8688,12,64256,64128,0,275120,16,32,93,1214,0,0,3981,0,1,0,0,1,1,7,1,8369,1460,1100,28,1414272,64128,0,1100,28,32,91,1,0,0,0,0,0,0,0,0,0,---,13,8463,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,16.68645423,12.49065936
192.168.100.1,42638,375248,0,375247,102,1049732307,375144,1059984864,4747,10252557,0,1,1,192.168.101.1,22,120521,0,120521,112510,291592,8009,291592,0,0,67,1,1,1.56561E+12,1.56561E+12,670549.58,33.022,70.562,670512.822,670512.182,32.686,63.421,1,1,0,0,0,0,0,30.5286,30.046,74.457,0.466261,86481,64,64,11.975027,0.003,46.192,11.64037,7863,63,63,0,0,0,0,0,0,1,1,7,1,1174,1460,10136,16,64256,64128,0,340280,16,32,98,1169,0,0,3480,0,0,0,0,1,1,7,1,7918,1460,1080,28,1280768,64128,0,1080,28,32,65,2,0,0,0,0,0,0,0,0,0,---,17,7942,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,36.56123669,12.64616244
192.168.100.1,43800,419563,0,419562,138,1171502253,419423,1183588856,5460,12086603,0,1,1,192.168.101.1,22,122379,0,122379,113438,326296,8939,326296,0,0,91,1,1,1.56561E+12,1.56561E+12,726970.582,32.506,71.871,726936.248,726935.719,32.208,63.815,1,1,0,0,0,0,0,30.555251,30.006,74.634,0.419984,88362,64,64,12.662922,0.004,46.13,11.550836,8744,63,63,0,0,0,0,0,0,1,1,7,1,1861,1460,11584,12,64256,64128,0,380824,16,32,140,1204,0,0,4116,0,0,0,0,1,1,7,1,8372,1460,1100,28,1408384,64128,0,1136,28,32,90,1,0,0,0,0,0,0,0,0,0,---,12,8848,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,40.82043037,13.0248886
192.168.100.1,45074,414204,0,414203,139,1158905517,414063,1170720444,5308,11814927,0,1,1,192.168.101.1,22,121140,0,121140,112290,322912,8848,322912,0,0,84,1,1,1.56561E+12,1.56561E+12,720000.744,34.839,73.556,719967.007,719966.424,34.529,65.202,1,1,0,0,0,0,0,30.608106,30.074,72.061,0.448254,87929,64,64,12.73234,0.003,46.089,11.577732,8660,63,63,0,0,0,0,0,0,1,1,7,1,1671,1460,10136,12,64256,64128,0,346072,16,32,70,1124,0,0,4115,0,0,0,0,1,1,7,1,8009,1460,1100,28,1252608,64128,0,1136,28,32,81,3,0,0,0,0,0,0,0,0,0,---,13,8764,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,38.41989426,13.00799149
